# list of object assets to load in this scene
[ASSETS]
mario.txt
brick.txt
coin.txt
goomba.txt
cloud.txt
#
[OBJECTS]
# type	x	y	extra_settings per object type
# type: 0 = Mario , 1 = Brick, 2 = Goomba, 3 = Koopas
# See OBJECT_TYPE constants in AssetIDs.h

# MARIO
0	20	10

# BRICKS
1	0	148
1	0	164

1	0	180
1	16	180
1	32	180
1	48	180
1	64	180
1	80	180
1	96	180
1	112	180
1	128	180
1	144	180
1	160	180
1	176	180
1	192	180
1	208	180
1	224	180
1	240	180
1	256	180
1	272	180
1	288	180
1	304	180
1	320	180
1	336	180
1	352	180

1	352	148
1	352	164

#COIN
4	20	120
4	40	120
4	60	120
4	80	120
4	100	120
4	120	120
4	140	120
4	160	120
4	180	120
4	200	120
4	220	120
4	240	120
4	260	120
4	280	120
4	300	120
4	320	120

#Goomba
2	300	10
2	320	10
2	340	10
2	360	10
2	380	10
2	400	10
2	280	10
2	260	10
2	240	10

#Platform
5	90	136	16	15	16	51000	52000	53000
5	120	90	16	16	8	20001	20001	20001

#Portal 
50	300	110	316	140	2
